bgp2000gj,bg2010gj,bg2010ge,wt_pop,wt_fam,wt_hh,wt_hu
G06000109107026000442600U2,G06000104426012,060014426012,1.0,1.0,1.0,1.0
G06000109107026000442600U3,G06000104426022,060014426022,1.0,1.0,1.0,1.0
G06000109107026000442600U4,G06000104426021,060014426021,0.756097561,0.7093649085,0.7270511779,0.7259615385
G06000109107026000442600U4,G06000104426022,060014426022,0.243902439,0.2906350915,0.2729488221,0.2740384615
G06000109107026000442700U1,G06000104427001,060014427001,1.0,1.0,1.0,1.0
G06000109107026000442700U2,G06000104427002,060014427002,1.0,1.0,1.0,1.0
G06000109107026000442700U3,G06000104427003,060014427003,1.0,1.0,1.0,1.0
G06000109107026000442800U1,G06000104428001,060014428001,1.0,1.0,1.0,1.0
G06000109107026000442900U1,G06000104429001,060014429001,1.0,1.0,1.0,1.0
G06000109107026000442900U2,G06000104429002,060014429002,1.0,1.0,1.0,1.0
G06000109107026000442900U3,G06000104429003,060014429003,0.729586266,0.7201821246,0.7239605103,0.7246408613
G06000109107026000442900U3,G06000104429004,060014429004,0.270413734,0.2798178754,0.2760394897,0.2753591387
G06000109107026000443001U1,G06000104430011,060014430011,1.0,1.0,1.0,1.0
G06000109107026000443002U1,G06000104430021,060014430021,1.0,1.0,1.0,1.0
G06000109107026000443002U2,G06000104430022,060014430022,1.0,1.0,1.0,1.0
G06000109107026000443002U3,G06000104430023,060014430023,1.0,1.0,1.0,1.0
G06000109107026000443101U1,G06000104431042,060014431042,0.3271775931,0.3208868145,0.3396226415,0.3493530499
G06000109107026000443101U1,G06000104431043,060014431043,0.6728224069,0.6791131855,0.6603773585,0.6506469501
G06000109107026000443101U2,G06000104431041,060014431041,1.0,1.0,1.0,1.0
G06000109107026000443101U3,G06000104431051,060014431051,1.0,1.0,1.0,1.0
G06000109107026000443101U4,G06000104431052,060014431052,1.0,1.0,1.0,1.0
G06000109107026000443101U5,G06000104431052,060014431052,1.0,1.0,1.0,1.0
G06000109107026000443102U1,G06000104431021,060014431021,1.0,1.0,1.0,1.0
G06000109107026000443102U2,G06000104431022,060014431022,1.0,1.0,1.0,1.0
G06000109107026000443102U3,G06000104431023,060014431023,1.0,1.0,1.0,1.0
G06000109107026000443102U4,G06000104431024,060014431024,1.0,1.0,1.0,1.0
G06000109107026000443103R1,G06000104431031,060014431031,0.307964851,0.2370790039,0.2483556734,0.2478069513
G06000109107026000443103R1,G06000104431032,060014431032,0.692035149,0.7629209961,0.7516443266,0.7521930487
G06000109107026000443103U1,G06000104431031,060014431031,0.1606714628,0.1594202899,0.1605392157,0.162195122
G06000109107026000443103U1,G06000104431032,060014431032,0.8393285372,0.8405797101,0.8394607843,0.837804878
G06000109107026000443200R1,G06000104431032,060014431032,0.0054035068,0.0054209017,0.0054222252,0.0054106349
G06000109107026000443200R1,G06000104432001,060014432001,0.7069386546,0.7092144302,0.7093875783,0.7078712211
G06000109107026000443200R1,G06000104432002,060014432002,0.2876578386,0.2853646681,0.2851901965,0.2867181441
G06000109107026000443200U1,G06000104432001,060014432001,0.6921933086,0.7042801556,0.7132352941,0.7085852479
G06000109107026000443200U1,G06000104432002,060014432002,0.3078066914,0.2957198444,0.2867647059,0.2914147521
G06000109107026000443301U1,G06000104433011,060014433011,1.0,1.0,1.0,1.0
G06000109107026000443301U2,G06000104433012,060014433012,1.0,1.0,1.0,1.0
G06000109107026000443301U3,G06000104433012,060014433012,0.9926259783,0.9927014932,0.9929469451,0.992988191
G06000109107026000443301U3,G06008505044222,060855044222,0.0073740217,0.0072985068,0.0070530549,0.007011809
G06000109107026000443302U1,G06000104433212,060014433212,1.0,1.0,1.0,1.0
G06000109107026000443302U2,G06000104433211,060014433211,0.2920122217,0.2725694444,0.3839811543,0.3942196532
G06000109107026000443302U2,G06000104433221,060014433221,0.7079877783,0.7274305556,0.6160188457,0.6057803468
G06000109107026000443302U3,G06000104433222,060014433222,1.0,1.0,1.0,1.0
G06000109107026000443302U4,G06000104433222,060014433222,1.0,1.0,1.0,1.0
G06000109107026000444300R1,G06000104443022,060014443022,0.0,0.0,0.0,0.0
G06000109107026000444600R3,G06000104446021,060014446021,0.0,0.0,0.0,0.0
G06000109107033000440100R1,G06000104401001,060014401001,0.0,0.0,0.0,0.0
G06000109107050916441503R1,G06000104415031,060014415031,0.0,0.0,0.0,0.0
G06000109107050916444100U1,G06000104441001,060014441001,0.6359714147,0.6255586499,0.6281760042,0.628493235
G06000109107050916444100U1,G06000104441002,060014441002,0.3640285853,0.3744413501,0.3718239958,0.371506765
G06000109107050916444100U2,G06000104441003,060014441003,1.0,1.0,1.0,1.0
G06000109107050916444100U3,G06000104441004,060014441004,1.0,1.0,1.0,1.0
G06000109107050916444200U1,G06000104442001,060014442001,1.0,1.0,1.0,1.0
G06000109107050916444200U2,G06000104442002,060014442002,1.0,1.0,1.0,1.0
G06000109107050916444200U3,G06000104442003,060014442003,1.0,1.0,1.0,1.0
G06000109107050916444300R1,G06000104415031,060014415031,0.0,0.0,0.0,0.0
G06000109107050916444300R1,G06000104443021,060014443021,0.0,0.0,0.0,0.0
G06000109107050916444300R1,G06000104443022,060014443022,0.0,0.0,0.0,0.0
G06000109107050916444300U1,G06000104443021,060014443021,0.5589003721,0.5359664925,0.5561071427,0.5529846893
G06000109107050916444300U1,G06000104443022,060014443022,0.4410996279,0.4640335075,0.4438928573,0.4470153107
G06000109107050916444300U2,G06000104443011,060014443011,0.4983354673,0.4862385321,0.5,0.5
G06000109107050916444300U2,G06000104443012,060014443012,0.5016645327,0.5137614679,0.5,0.5
G06000109107050916444300U2,G06000104443022,060014443022,0.0,0.0,0.0,0.0
G06000109107050916444400U1,G06000104444001,060014444001,1.0,1.0,1.0,1.0
G06000109107050916444400U2,G06000104444002,060014444002,1.0,1.0,1.0,1.0
G06000109107050916444400U3,G06000104444003,060014444003,1.0,1.0,1.0,1.0
G06000109107050916444500U1,G06000104445001,060014445001,1.0,1.0,1.0,1.0
G06000109107050916444500U2,G06000104445002,060014445002,0.4162787659,0.4367200167,0.4254832553,0.4280149251
G06000109107050916444500U2,G06000104445003,060014445003,0.5837212341,0.5632799833,0.5745167447,0.5719850749
G06000109107050916444500U3,G06000104445004,060014445004,1.0,1.0,1.0,1.0
G06000109107050916444600R3,G06000104446021,060014446021,0.0,0.0,0.0,0.0
G06000109107050916444600R3,G06000104446022,060014446022,0.0,0.0,0.0,0.0
G06000109107050916444600U1,G06000104446012,060014446012,1.0,1.0,1.0,1.0
G06000109107050916444600U2,G06000104446011,060014446011,1.0,1.0,1.0,1.0
G06000109107050916444600U3,G06000104446021,060014446021,0.6528019925,0.656400385,0.6980519481,0.6989109545
G06000109107050916444600U3,G06000104446022,060014446022,0.3471980075,0.343599615,0.3019480519,0.3010890455
G06000109107081204440100R1,G06000104401001,060014401001,1.0,1.0,1.0,1.0
G06000109107081204440100U1,G06000104401001,060014401001,1.0,1.0,1.0,1.0
G06000109107081204440200U1,G06000104402001,060014402001,1.0,1.0,1.0,1.0
G06000109107081204440200U1,G06000104402002,060014402002,0.0,0.0,0.0,0.0
G06000109107081204440200U2,G06000104402002,060014402002,1.0,1.0,1.0,1.0
G06000109107081204440200U3,G06000104402003,060014402003,1.0,1.0,1.0,1.0
G06000109107081204440200U4,G06000104402004,060014402004,1.0,1.0,1.0,1.0
G06000109107081204440301U1,G06000104403014,060014403014,1.0,1.0,1.0,1.0
G06000109107081204440301U2,G06000104403014,060014403014,1.0,1.0,1.0,1.0
G06000109107081204440301U3,G06000104403012,060014403012,0.4734733336,0.447892206,0.4670111445,0.4713406444
G06000109107081204440301U3,G06000104403013,060014403013,0.5265266664,0.552107794,0.5329888555,0.5286593556
G06000109107081204440301U4,G06000104403011,060014403011,0.5710059172,0.5657276995,0.5766990291,0.5807692308
G06000109107081204440301U4,G06000104403012,060014403012,0.4289940828,0.4342723005,0.4233009709,0.4192307692
G06000109107081204440301U5,G06000104403011,060014403011,1.0,1.0,1.0,1.0
G06000109107081204440302U1,G06000104403331,060014403331,0.5408039146,0.5554669195,0.5350438306,0.5325164187
G06000109107081204440302U1,G06000104403332,060014403332,0.4591960854,0.4445330805,0.4649561694,0.4674835813
G06000109107081204440302U2,G06000104403332,060014403332,0.0,0.0,0.0,0.0
G06000109107081204440302U2,G06000104403341,060014403341,0.6705339287,0.6638033546,0.6602637194,0.6591605207
G06000109107081204440302U2,G06000104403342,060014403342,0.3294660713,0.3361966454,0.3397362806,0.3408394793
G06000109107081204440302U3,G06000104403342,060014403342,1.0,1.0,1.0,1.0
G06000109107081204440304U1,G06000104403041,060014403041,1.0,1.0,1.0,1.0
G06000109107081204440304U2,G06000104403042,060014403042,1.0,1.0,1.0,1.0
G06000109107081204440304U3,G06000104403043,060014403043,1.0,1.0,1.0,1.0
G06000109107081204440305U1,G06000104403051,060014403051,1.0,1.0,1.0,1.0
G06000109107081204440305U2,G06000104403052,060014403052,1.0,1.0,1.0,1.0
G06000109107081204440305U3,G06000104403053,060014403053,1.0,1.0,1.0,1.0
G06000109107081204440306U1,G06000104403061,060014403061,1.0,1.0,1.0,1.0
G06000109107081204440306U2,G06000104403062,060014403062,1.0,1.0,1.0,1.0
G06000109107081204440307U1,G06000104403073,060014403073,1.0,1.0,1.0,1.0
G06000109107081204440307U2,G06000104403071,060014403071,0.627162022,0.6375623209,0.6691102909,0.6710679804
G06000109107081204440307U2,G06000104403072,060014403072,0.372837978,0.3624376791,0.3308897091,0.3289320196
G06000109107081204440308U1,G06000104403083,060014403083,1.0,1.0,1.0,1.0
G06000109107081204440308U2,G06000104403082,060014403082,1.0,1.0,1.0,1.0
G06000109107081204440308U3,G06000104403081,060014403081,0.488831337,0.4824120603,0.4348222425,0.434625789
G06000109107081204440308U3,G06000104403084,060014403084,0.511168663,0.5175879397,0.5651777575,0.565374211
G06000109107081204440309U1,G06000104403351,060014403351,0.4712114233,0.4575163399,0.3859872611,0.3823163138
G06000109107081204440309U1,G06000104403352,060014403352,0.5287885767,0.5424836601,0.6140127389,0.6176836862
G06000109107081204440309U2,G06000104403361,060014403361,1.0,1.0,1.0,1.0
G06000109107081204440309U3,G06000104403362,060014403362,1.0,1.0,1.0,1.0
G06000109107081204440331U1,G06000104403311,060014403311,1.0,1.0,1.0,1.0
G06000109107081204440331U2,G06000104403311,060014403311,0.3528948405,0.3413379074,0.3338323353,0.3303703704
G06000109107081204440331U2,G06000104403312,060014403312,0.6471051595,0.6586620926,0.6661676647,0.6696296296
G06000109107081204440332U1,G06000104403321,060014403321,0.4405805373,0.4286814722,0.4296147041,0.4248765326
G06000109107081204440332U1,G06000104403322,060014403322,0.5594194627,0.5713185278,0.5703852959,0.5751234674
G06000109107081204441501U1,G06000104415011,060014415011,0.5124220718,0.5270498563,0.5137624661,0.5133761083
G06000109107081204441501U1,G06000104415012,060014415012,0.4875779282,0.4729501437,0.4862375339,0.4866238917
G06000109107099999440100R1,G06000104401001,060014401001,1.0,1.0,1.0,1.0
G06000109126002980433200U5,G06000104332003,060014332003,0.0,0.0,0.0,0.0
G06000109126002980433600U2,G06000104336002,060014336002,1.0,1.0,1.0,1.0
G06000109126002980433700U1,G06000104337001,060014337001,1.0,1.0,1.0,1.0
G06000109126002980433700U2,G06000104337002,060014337002,1.0,1.0,1.0,1.0
G06000109126002980433700U3,G06000104337003,060014337003,1.0,1.0,1.0,1.0
G06000109126002980433800U1,G06000104338001,060014338001,1.0,1.0,1.0,1.0
G06000109126002980433800U1,G06000104338002,060014338002,0.0,0.0,0.0,0.0
G06000109126002980433800U2,G06000104338002,060014338002,1.0,1.0,1.0,1.0
G06000109126002980433800U3,G06000104338003,060014338003,1.0,1.0,1.0,1.0
G06000109126002980433800U4,G06000104338004,060014338004,1.0,1.0,1.0,1.0
G06000109126002980433900U1,G06000104339001,060014339001,1.0,1.0,1.0,1.0
G06000109126002980433900U2,G06000104339002,060014339002,1.0,1.0,1.0,1.0
G06000109126002980433900U3,G06000104339003,060014339003,1.0,1.0,1.0,1.0
G06000109126002980433900U4,G06000104339004,060014339004,1.0,1.0,1.0,1.0
G06000109126002980434000U1,G06000104340001,060014340001,1.0,1.0,1.0,1.0
G06000109126002980434000U2,G06000104340002,060014340002,1.0,1.0,1.0,1.0
G06000109126002980434000U3,G06000104340003,060014340003,1.0,1.0,1.0,1.0
G06000109126011964430100R1,G06000104301013,060014301013,0.0,0.0,0.0,0.0
G06000109126011964430100U1,G06000104301011,060014301011,0.1696342921,0.1614322115,0.1716984025,0.1703726357
G06000109126011964430100U1,G06000104301012,060014301012,0.2463902061,0.2386398561,0.2389765764,0.2361569784
G06000109126011964430100U1,G06000104301013,060014301013,0.3068641726,0.3014673259,0.2928505827,0.2986296338
G06000109126011964430100U1,G06000104301021,060014301021,0.2771113291,0.2984606065,0.2964744384,0.2948407521
G06000109126011964430200U1,G06000104302001,060014302001,1.0,1.0,1.0,1.0
G06000109126011964430200U2,G06000104302002,060014302002,0.9991164482,0.9992502323,0.9992929877,0.999302499
G06000109126011964430200U2,G06000104308003,060014308003,0.0008835518,0.0007497677,0.0007070123,0.000697501
G06000109126011964430200U3,G06000104302003,060014302003,1.0,1.0,1.0,1.0
G06000109126011964430200U4,G06000104302004,060014302004,1.0,1.0,1.0,1.0
G06000109126011964430200U5,G06000104302005,060014302005,1.0,1.0,1.0,1.0
G06000109126011964430300R1,G06000104303001,060014303001,0.0,0.0,0.0,0.0
G06000109126011964430300U1,G06000104303001,060014303001,1.0,1.0,1.0,1.0
G06000109126011964430300U2,G06000104303003,060014303003,1.0,1.0,1.0,1.0
G06000109126011964430300U3,G06000104303002,060014303002,1.0,1.0,1.0,1.0
G06000109126011964430400R2,G06000104304002,060014304002,0.0,0.0,0.0,0.0
G06000109126011964430400U1,G06000104304001,060014304001,1.0,1.0,1.0,1.0
G06000109126011964430400U2,G06000104304002,060014304002,0.9998490789,1.0,0.9995804317,0.9995846804
G06000109126011964430400U2,G06000104328001,060014328001,0.0001509211,0.0,0.0004195683,0.0004153196
G06000109126011964430500U1,G06000104305001,060014305001,1.0,1.0,1.0,1.0
G06000109126011964430500U2,G06000104305002,060014305002,1.0,1.0,1.0,1.0
G06000109126011964430500U3,G06000104305003,060014305003,0.9994525452,0.9994628997,0.9994911918,0.9994924968
G06000109126011964430500U3,G06000104306002,060014306002,0.0005474548,0.0005371003,0.0005088082,0.0005075032
G06000109126011964430600U1,G06000104306001,060014306001,1.0,1.0,1.0,1.0
G06000109126011964430600U2,G06000104306002,060014306002,1.0,1.0,1.0,1.0
G06000109126011964430600U3,G06000104306003,060014306003,1.0,1.0,1.0,1.0
G06000109126011964430600U4,G06000104306004,060014306004,1.0,1.0,1.0,1.0
G06000109126011964430700U1,G06000104307001,060014307001,1.0,1.0,1.0,1.0
G06000109126011964430700U2,G06000104307002,060014307002,0.9999666538,0.9999698881,0.9999723317,0.9999725343
G06000109126011964430700U2,G06000104308001,060014308001,3.33462e-05,3.01119e-05,2.76683e-05,2.74657e-05
G06000109126011964430700U3,G06000104307003,060014307003,1.0,1.0,1.0,1.0
G06000109126011964430800U1,G06000104308001,060014308001,1.0,1.0,1.0,1.0
G06000109126011964430800U2,G06000104302002,060014302002,2.0669e-05,2.00379e-05,2.21166e-05,2.27232e-05
G06000109126011964430800U2,G06000104308002,060014308002,0.999979331,0.9999799621,0.9999778834,0.9999772768
G06000109126011964430800U3,G06000104302002,060014302002,1.07845e-05,1.05981e-05,9.8139e-06,9.9976e-06
G06000109126011964430800U3,G06000104308003,060014308003,0.9999892155,0.9999894019,0.9999901861,0.9999900024
G06000109126011964430800U4,G06000104308003,060014308003,0.0044330329,0.0039293461,0.0047569425,0.004784768
G06000109126011964430800U4,G06000104308004,060014308004,0.9955669671,0.9960706539,0.9952430575,0.995215232
G06000109126011964430900U1,G06000104308001,060014308001,0.0001851098,0.000155265,0.0001619262,0.0001663385
G06000109126011964430900U1,G06000104309001,060014309001,0.9998148902,0.999844735,0.9998380738,0.9998336615
G06000109126011964430900U2,G06000104309002,060014309002,1.0,1.0,1.0,1.0
G06000109126011964431000U1,G06000104308003,060014308003,0.0002457159,0.0002396447,0.0002772589,0.0002828707
G06000109126011964431000U1,G06000104310001,060014310001,0.9997542841,0.9997603553,0.9997227411,0.9997171293
G06000109126011964431000U2,G06000104310002,060014310002,1.0,1.0,1.0,1.0
G06000109126011964431100U1,G06000104311001,060014311001,0.4105605547,0.4369868252,0.4186672793,0.4155878293
G06000109126011964431100U1,G06000104311002,060014311002,0.5894394453,0.5630131748,0.5813327207,0.5844121707
G06000109126011964431200U1,G06000104312001,060014312001,1.0,1.0,1.0,1.0
G06000109126011964431200U2,G06000104312002,060014312002,1.0,1.0,1.0,1.0
G06000109126011964431200U3,G06000104312003,060014312003,1.0,1.0,1.0,1.0
G06000109126011964432800U3,G06000104328002,060014328002,0.0099266243,0.0104440352,0.0095223927,0.0097279766
G06000109126011964432800U3,G06000104328003,060014328003,0.9880913971,0.9881090314,0.9884257366,0.9882261341
G06000109126011964432800U3,G06000104330004,060014330004,0.0019819787,0.0014469334,0.0020518706,0.0020458892
G06000109126011964432800U4,G06000104328002,060014328002,0.037683697,0.0399429682,0.0416097223,0.0416097223
G06000109126011964432800U4,G06000104328003,060014328003,0.962316303,0.9600570318,0.9583902777,0.9583902777
G06000109126011964435200U1,G06000104352001,060014352001,0.0,0.0,0.0,0.0
G06000109126012902435500U1,G06000104355001,060014355001,1.0,1.0,1.0,1.0
G06000109126012902435500U2,G06000104355002,060014355002,1.0,1.0,1.0,1.0
G06000109126012902435500U3,G06000104355003,060014355003,1.0,1.0,1.0,1.0
G06000109126012902435600U1,G06000104356012,060014356012,0.4994350282,0.4846938776,0.4857954545,0.4818941504
G06000109126012902435600U1,G06000104356022,060014356022,0.5005649718,0.5153061224,0.5142045455,0.5181058496
G06000109126012902435600U2,G06000104356021,060014356021,0.7959183673,0.7953020134,0.7724425887,0.7645875252
G06000109126012902435600U2,G06000104356022,060014356022,0.2040816327,0.2046979866,0.2275574113,0.2354124748
G06000109126012902435600U3,G06000104356024,060014356024,1.0,1.0,1.0,1.0
G06000109126012902435600U4,G06000104356023,060014356023,1.0,1.0,1.0,1.0
G06000109126012902435600U5,G06000104356011,060014356011,1.0,1.0,1.0,1.0
G06000109126012902435600U6,G06000104356012,060014356012,1.0,1.0,1.0,1.0
G06000109126012902435700U1,G06000104357001,060014357001,1.0,1.0,1.0,1.0
G06000109126012902436300U1,G06000104363001,060014363001,1.0,1.0,1.0,1.0
G06000109126023350435101R1,G06000104351033,060014351033,1.0,1.0,1.0,1.0
G06000109126023350435101U1,G06000104351033,060014351033,1.0,1.0,1.0,1.0
G06000109126023350435102U1,G06000104351021,060014351021,0.0,0.0,0.0,0.0
G06000109126023350435200U1,G06000104352001,060014352001,0.5322239677,0.5403430153,0.5420950669,0.5400365507
G06000109126023350435200U1,G06000104352002,060014352002,0.4677760323,0.4596569847,0.4579049331,0.4599634493
G06000109126023350435300U1,G06000104353001,060014353001,1.0,1.0,1.0,1.0
G06000109126023350435300U2,G06000104353003,060014353003,1.0,1.0,1.0,1.0
G06000109126023350436401U1,G06000104364011,060014364011,1.0,1.0,1.0,1.0
G06000109126023350436401U2,G06000104364012,060014364012,1.0,1.0,1.0,1.0
G06000109126023350436401U3,G06000104364013,060014364013,1.0,1.0,1.0,1.0
G06000109126023350436401U4,G06000104364014,060014364014,1.0,1.0,1.0,1.0
G06000109126023350436402U1,G06000104364021,060014364021,1.0,1.0,1.0,1.0
G06000109126023350436402U2,G06000104364021,060014364021,1.0,1.0,1.0,1.0
G06000109126023350436402U3,G06000104364022,060014364022,1.0,1.0,1.0,1.0
G06000109126033000431200U2,G06000104312002,060014312002,1.0,1.0,1.0,1.0
G06000109126033000431200U3,G06000104312003,060014312003,1.0,1.0,1.0,1.0
G06000109126033000435101R2,G06000104351031,060014351031,1.0,1.0,1.0,1.0
